place_id,type,persons,latitude,longitude
2057124,Household,1,41.8017175,-87.58536178
2057125,Household,1,41.80118708,-87.58918389
2057126,Household,3,41.80226825,-87.58986054
2057127,Household,1,41.80104117,-87.58896151
2057128,Household,2,41.80212156,-87.58667937
2057129,Household,1,41.80212563,-87.58532072
2057130,Household,1,41.80193464,-87.59019665
2057131,Household,2,41.80233442,-87.58908042
2057132,Household,1,41.80233399,-87.58924278
2057133,Household,2,41.80029739,-87.58499097
2057134,Household,1,41.80171644,-87.58581501
2057135,Household,3,41.80090675,-87.58531
2057136,Household,1,41.80194351,-87.58943452
2057137,Household,1,41.80030628,-87.58565804
2057138,Household,2,41.8021482,-87.59158238
2057139,Household,2,41.80018689,-87.58650812
2057140,Household,1,41.80134519,-87.58401242
2057141,Household,1,41.80134429,-87.58993504
2057142,Household,1,41.80148284,-87.58528831
2057143,Household,2,41.79976861,-87.58261569
2057144,Household,2,41.80234784,-87.58645622
2057145,Household,1,41.80096559,-87.59076257
2057146,Household,1,41.80163096,-87.58530214
2057147,Household,1,41.8001527,-87.58555589
2057148,Household,4,41.7997176,-87.58495497
2057149,Household,1,41.80184706,-87.5875994
2057150,Household,1,41.80221161,-87.58903396
2057151,Household,1,41.80110272,-87.58481571
2057152,Household,2,41.80189659,-87.59109579
2057153,Household,1,41.80101759,-87.58967545
2057154,Household,2,41.80113215,-87.58422322
2057155,Household,1,41.80095368,-87.59136295
2057156,Household,1,41.8003757,-87.58559537
2057157,Household,2,41.8009884,-87.5901543
2057158,Household,1,41.79981369,-87.58666207
2057159,Household,2,41.80209253,-87.58654492
2057160,Household,2,41.80112054,-87.58601781
2057161,Household,2,41.80127729,-87.58469923
2057162,Household,1,41.799634,-87.58467238
2057163,Household,2,41.79980639,-87.58374515
2057164,Household,1,41.80216785,-87.59079935
2057165,Household,2,41.80089236,-87.58746777
2057166,Household,2,41.80029974,-87.58634038
2057167,Household,2,41.80207444,-87.59057829
2057168,Household,3,41.80057177,-87.58621991
2057169,Household,1,41.800181,-87.58610517
2057170,Household,1,41.80211561,-87.58482926
2057171,Household,1,41.80233866,-87.58569402
2057172,Household,1,41.80179465,-87.5878406
2057173,Household,3,41.80035122,-87.58535967
2057174,Household,2,41.80020805,-87.58457569
2057175,Household,1,41.80075779,-87.58617215
2057176,Household,2,41.80061805,-87.58547003
2057177,Household,1,41.79991781,-87.58413871
2057178,Household,2,41.80035263,-87.58360647
2057179,Household,1,41.80160124,-87.58945259
2057180,Household,2,41.80142861,-87.58788078
2057181,Household,3,41.80070748,-87.58536296
2057182,Household,1,41.80117718,-87.58611686
2057183,Household,2,41.80102665,-87.58530771
2057184,Household,1,41.80093562,-87.58601693
2057185,Household,1,41.80234241,-87.58513636
2057186,Household,1,41.80010199,-87.5853253
2057187,Household,1,41.80132024,-87.58862825
2057188,Household,1,41.80032448,-87.58649971
2057189,Household,2,41.80003629,-87.5853481
2057190,Household,1,41.80141313,-87.58515129
2057191,Household,1,41.80013352,-87.58465905
2057192,Household,1,41.80121701,-87.58829727
2057193,Household,1,41.80149565,-87.58545794
2057194,Household,2,41.80184408,-87.59085546
2057195,Household,2,41.80117052,-87.58503101
2057196,Household,2,41.80188902,-87.58860264
2057197,Household,1,41.80231016,-87.5882471
2057198,Household,2,41.80189313,-87.5862107
2057199,Household,2,41.80056212,-87.58573985
2057200,Household,3,41.80062764,-87.58603829
2057201,Household,2,41.80061691,-87.58580752
2057202,Household,1,41.80212751,-87.58765026
2057203,Household,1,41.80234859,-87.58653774
2057204,Household,1,41.80121904,-87.59080027
2057205,Household,2,41.8015312,-87.5901791
2057206,Household,2,41.80058764,-87.58426436
2057207,Household,4,41.80064345,-87.58611429
2057208,Household,2,41.80233493,-87.5888901
2057209,Household,1,41.8004283,-87.58569331
2057210,Household,1,41.80228543,-87.58532802
2057211,Household,1,41.80143811,-87.58537076
2057212,Household,4,41.80151643,-87.59156112
2057213,Household,1,41.79975422,-87.58566866
2057214,Household,2,41.80053192,-87.5859725
2057215,Household,3,41.80195621,-87.58986164
2057216,Household,1,41.80137262,-87.58475633
2057217,Household,1,41.80064577,-87.58518053
2057218,Household,2,41.80101658,-87.58585439
2057219,Household,2,41.80096558,-87.58986016
2057220,Household,1,41.80195088,-87.59035962
2057221,Household,1,41.80094319,-87.59184795
2057222,Household,1,41.79961456,-87.58605154
2057223,Household,1,41.8016029,-87.58938246
2057224,Household,3,41.80170433,-87.58502647
2057225,Household,2,41.8021378,-87.58677056
2057226,Household,2,41.80097473,-87.59123024
2057227,Household,1,41.80082855,-87.58645346
2057228,Household,2,41.8012677,-87.58454529
2057229,Household,2,41.79992544,-87.58436937
2057230,Household,2,41.80173109,-87.58502575
2057231,Household,1,41.8015738,-87.58605174
2057232,Household,1,41.80162549,-87.58995925
2057233,Household,2,41.80187979,-87.58987363
2057234,Household,2,41.79962035,-87.58575257
2057235,Household,3,41.79963399,-87.58376596
2057236,Household,2,41.80236233,-87.58431086
2057237,Household,1,41.80198943,-87.58596243
2057238,Household,5,41.80119598,-87.59029432
2057239,Household,1,41.80187774,-87.59086985
2057240,Household,1,41.8014652,-87.5857309
2057241,Household,1,41.8010084,-87.59083803
2057242,Household,1,41.80030462,-87.58447194
2057243,Household,2,41.8006585,-87.58626428
2057244,Household,2,41.8019024,-87.58547477
2057245,Household,1,41.80107258,-87.59184693
2057246,Household,2,41.80231687,-87.58519403
2057247,Household,1,41.80052042,-87.58539338
2057248,Household,1,41.80001229,-87.5847627
2057249,Household,1,41.80233893,-87.58565292
2057250,Household,3,41.80180106,-87.58638768
2057251,Household,2,41.80162841,-87.59184257
2057252,Household,2,41.80116977,-87.58844357
2057253,Household,1,41.80016751,-87.58507995
2057254,Household,2,41.80033356,-87.58442444
2057255,Household,1,41.80194203,-87.59054577
2057256,Household,1,41.8011205,-87.58944859
2057257,Household,1,41.80050157,-87.5853506
2057258,Household,2,41.80060909,-87.58497437
2057259,Household,1,41.80204472,-87.59183931
2057260,Household,2,41.80184669,-87.58512584
2057261,Household,1,41.80233553,-87.58993297
2057262,Household,4,41.799634,-87.58412835
2057263,Household,1,41.80186106,-87.58500857
2057264,Household,2,41.80026217,-87.5865244
2057265,Household,2,41.80183869,-87.59184092
2057266,Household,4,41.80235429,-87.58741463
2057267,Household,1,41.8015427,-87.58529239
2057268,Household,4,41.79963856,-87.58603817
2057269,Household,1,41.8015078,-87.59184352
2057270,Household,1,41.80175206,-87.59004034
2057271,Household,1,41.80153143,-87.58660691
2057272,Household,1,41.80115694,-87.58501948
2057273,Household,2,41.80109527,-87.58996011
2057274,Household,2,41.80111227,-87.58500456
2057275,Household,3,41.80233699,-87.59134869
2057276,Household,2,41.79971283,-87.58567768
2057277,Household,2,41.80116526,-87.58479243
2057278,Household,3,41.80023159,-87.58652336
2057279,Household,1,41.8011625,-87.58643704
2057280,Household,1,41.80164285,-87.5852747
2057281,Household,1,41.80037121,-87.58458432
2057282,Household,4,41.80233662,-87.58826147
2057283,Household,2,41.799687,-87.58563086
2057284,Household,2,41.80093702,-87.59107564
2057285,Household,2,41.80196218,-87.58623891
2057286,Household,1,41.80223202,-87.59045391
2057287,Household,1,41.80001655,-87.58435764
2057288,Household,1,41.79989409,-87.58410007
2057289,Household,1,41.79979015,-87.58384449
2057290,Household,1,41.80083109,-87.58621188
2057291,Household,1,41.79983347,-87.58572828
2057292,Household,2,41.80134282,-87.58778148
2057293,Household,1,41.80234015,-87.58547273
2057294,Household,1,41.80169349,-87.58911143
2057295,Household,4,41.79959924,-87.58659138
2057296,Household,1,41.80087106,-87.58585755
2057297,Household,1,41.80050805,-87.58564398
2057298,Household,1,41.80143774,-87.58934356
2057299,Household,1,41.80138695,-87.5863236
2057300,Household,2,41.80038579,-87.58497459
2057301,Household,3,41.80158272,-87.59157419
2057302,Household,2,41.80222306,-87.58884827
2057303,Household,2,41.80101636,-87.58883754
2057304,Household,1,41.80084506,-87.58504818
2057305,Household,1,41.80160259,-87.58586343
2057306,Household,2,41.80233803,-87.5857867
2057307,Household,1,41.80134525,-87.58893811
2057308,Household,1,41.79962786,-87.58536495
2057309,Household,2,41.80102428,-87.58541598
2057310,Household,2,41.80233462,-87.58900843
2057311,Household,2,41.80132759,-87.58577621
2057312,Household,1,41.79971762,-87.5851504
2057313,Household,1,41.80151989,-87.5853279
2057314,Household,1,41.8010688,-87.59128079
2057315,Household,1,41.80031159,-87.58618039
2057316,Household,2,41.80209857,-87.58821789
2057317,Household,2,41.80169483,-87.58672269
2057318,Household,2,41.80074893,-87.58420137
2057319,Household,2,41.80054075,-87.58650982
2057320,Household,3,41.80172274,-87.59007515
2057321,Household,2,41.8007954,-87.58511245
2057322,Household,1,41.80151408,-87.58213725
2057323,Household,1,41.80088336,-87.58508622
2057324,Household,2,41.80176828,-87.58592711
2057325,Household,2,41.80154024,-87.58561512
2057326,Household,1,41.80142736,-87.58532725
2057327,Household,3,41.80198191,-87.58524479
2057328,Household,1,41.80201561,-87.58867793
2057329,Household,2,41.80090909,-87.58780693
2057330,Household,1,41.80089251,-87.58606107
2057331,Household,3,41.80012731,-87.58585861
2057332,Household,1,41.80196231,-87.59002131
2057333,Household,1,41.7997329,-87.58563252
2057334,Household,1,41.80086856,-87.58577727
2057335,Household,1,41.80032269,-87.58612285
2057336,Household,1,41.80060406,-87.58621577
2057337,Household,5,41.80140085,-87.58565026
2057338,Household,1,41.80119409,-87.58892719
2057339,Household,1,41.80029551,-87.58589151
2057340,Household,2,41.80022519,-87.58447637
2057341,Household,2,41.80134205,-87.59118739
2057342,Household,4,41.80118127,-87.59067579
2057343,Household,1,41.80153796,-87.58884116
2057344,Household,2,41.79967511,-87.5838378
2057345,Household,2,41.80195712,-87.58603584
2057346,Household,2,41.79963299,-87.58509993
2057347,Household,2,41.80035704,-87.58557484
2057348,Household,3,41.80031216,-87.5861914
2057349,Household,1,41.80145735,-87.58492249
2057350,Household,1,41.80137306,-87.58541898
2057351,Household,2,41.80038992,-87.5848421
2057352,Household,2,41.80019916,-87.5861982
2057353,Household,3,41.80234458,-87.58610055
2057354,Household,1,41.80204204,-87.58652916
2057355,Household,1,41.79963399,-87.58380785
2057356,Household,1,41.80027758,-87.58566645
2057357,Household,2,41.80212034,-87.59119097
2057358,Household,1,41.80099226,-87.58589162
2057359,Household,1,41.80135881,-87.59159026
2057360,Household,1,41.80120931,-87.58532023
2057361,Household,2,41.79990669,-87.58307097
2057362,Household,1,41.80213147,-87.59024151
2057363,Household,2,41.80042574,-87.58434699
2057364,Household,3,41.80128365,-87.58856606
2057365,Household,1,41.80175213,-87.58951878
2057366,Household,3,41.80130447,-87.58981845
2057367,Household,1,41.80131586,-87.58574206
2057368,Household,1,41.80086154,-87.5853634
2057369,Household,1,41.79988477,-87.58440658
2057370,Household,2,41.79962588,-87.58546722
2057371,Household,1,41.80155337,-87.58517588
2057372,Household,1,41.80093547,-87.58962859
2057373,Household,2,41.80162378,-87.58975444
2057374,Household,1,41.80147665,-87.58630385
2057375,Household,1,41.80171404,-87.58569848
2057376,Household,2,41.80229681,-87.58502462
2057377,Household,2,41.80057386,-87.58657856
2057378,Household,1,41.80031652,-87.58435811
2057379,Household,1,41.80166569,-87.59184228
2057380,Household,2,41.80201844,-87.58604087
2057381,Household,1,41.80223459,-87.59144174
2057382,Household,1,41.80033107,-87.58579285
2057383,Household,4,41.80233569,-87.58860876
2057384,Household,2,41.80166066,-87.58956867
2057385,Household,2,41.80057612,-87.58565974
2057386,Household,2,41.80120097,-87.58931813
2057387,Household,1,41.80180039,-87.5893164
2057388,Household,4,41.80185288,-87.58584971
2057389,Household,1,41.80062963,-87.58473503
2057390,Household,1,41.80087979,-87.58688602
2057391,Household,3,41.80153185,-87.58610156
2057392,Household,2,41.80228697,-87.58550925
2057393,Household,1,41.79962836,-87.58533899
2057394,Household,2,41.80118123,-87.58508315
2057395,Household,3,41.80219344,-87.58937845
2057396,Household,4,41.8011962,-87.58936388
2057397,Household,2,41.80168385,-87.59159724
2057398,Household,3,41.80214395,-87.58579639
2057399,Household,1,41.80131578,-87.58953075
2057400,Household,2,41.79998434,-87.58518697
2057401,Household,2,41.8021169,-87.5912719
2057402,Household,1,41.80202375,-87.58962768
2057403,Household,1,41.80182243,-87.59070629
2057404,Household,2,41.79970509,-87.58598395
2057405,Household,2,41.80103233,-87.58829127
2057406,Household,4,41.80078734,-87.5818101
2057407,Household,2,41.80106559,-87.58473092
2057408,Household,1,41.80093449,-87.58937148
2057409,Household,1,41.80193561,-87.58640873
2057410,Household,1,41.80133042,-87.58973917
2057411,Household,2,41.79995626,-87.58538315
2057412,Household,2,41.80132392,-87.58621694
2057413,Household,3,41.80045764,-87.58477985
2057414,Household,2,41.79963399,-87.58291633
2057415,Household,2,41.80126183,-87.58763244
2057416,Household,1,41.80138703,-87.58838069
2057417,Household,4,41.80054003,-87.5849206
2057418,Household,1,41.80193292,-87.59078928
2057419,Household,2,41.799634,-87.58452306
2057420,Household,3,41.7996626,-87.58415868
2057421,Household,1,41.8020301,-87.58549899
2057422,Household,1,41.80215268,-87.5895546
2057423,Household,2,41.79962458,-87.58553416
2057424,Household,2,41.80148981,-87.58705552
2057425,Household,1,41.80020922,-87.58489876
2057426,Household,2,41.80224607,-87.58511264
2057427,Household,1,41.8009352,-87.58955828
2057428,Household,1,41.80098508,-87.58973363
2057429,Household,4,41.80233699,-87.5914908
2057430,Household,1,41.80188154,-87.5869017
2057431,Household,1,41.80033358,-87.5859519
2057432,Household,2,41.80051025,-87.5850248
2057433,Household,3,41.80096634,-87.58506737
2057434,Household,2,41.80065323,-87.58595201
2057435,Household,2,41.80003465,-87.58528097
2057436,Household,2,41.79963399,-87.58321764
2057437,Household,1,41.80106326,-87.59184701
2057438,Household,2,41.80181813,-87.58834725
2057439,Household,2,41.80136422,-87.5860649
2057440,Household,1,41.79994454,-87.58540234
2057441,Household,1,41.79963399,-87.58338702
2057442,Household,2,41.8016029,-87.59100538
2057443,Household,1,41.80027381,-87.5863412
2057444,Household,2,41.80024724,-87.58598173
2057445,Household,2,41.80184828,-87.58545527
2057446,Household,2,41.80102214,-87.58620973
2057447,Household,1,41.80205575,-87.58826729
2057448,Household,1,41.80029636,-87.58536785
2057449,Household,2,41.80042322,-87.58627291
2057450,Household,2,41.80093523,-87.58595487
2057451,Household,2,41.80115537,-87.59111236
2057452,Household,1,41.80021243,-87.5863948
2057453,Household,2,41.80134725,-87.59055911
2057454,Household,1,41.80153379,-87.58583224
2057455,Household,2,41.79991425,-87.58787198
2057456,Household,2,41.80096817,-87.59041589
2057457,Household,1,41.80021787,-87.58508393
2057458,Household,4,41.80204109,-87.58627165
2057459,Household,2,41.80095443,-87.59139088
2057460,Household,1,41.8023357,-87.58860455
2057461,Household,2,41.80062899,-87.58534932
2057462,Household,2,41.79963298,-87.58510039
2057463,Household,1,41.80135619,-87.58973843
2057464,Household,2,41.8022226,-87.58640601
2057465,Household,2,41.80199062,-87.58979756
2057466,Household,2,41.80214575,-87.5892818
2057467,Household,2,41.80098822,-87.58501433
2057468,Household,2,41.80214203,-87.58549528
2057469,Household,2,41.80127025,-87.58571205
2057470,Household,1,41.80117089,-87.59017484
2057471,Household,2,41.79995743,-87.58344616
2057472,Household,1,41.80233644,-87.59033457
2057473,Household,1,41.80000163,-87.58502998
2057474,Household,1,41.80041433,-87.5860477
2057475,Household,1,41.80151086,-87.58783422
2057476,Household,4,41.80172121,-87.58549494
2057477,Household,1,41.79960278,-87.58652324
2057478,Household,1,41.80161881,-87.59068348
2057479,Household,1,41.8010783,-87.58924666
2057480,Household,1,41.80165346,-87.58947272
2057481,Household,1,41.79962648,-87.58543626
2057482,Household,2,41.80020661,-87.58439365
2057483,Household,1,41.79997876,-87.58296168
2057484,Household,2,41.8015003,-87.58639556
2057485,Household,1,41.80133657,-87.58688862
2057486,Household,3,41.80018543,-87.58493894
2057487,Household,2,41.80206447,-87.58585456
2057488,Household,1,41.80139528,-87.58918169
2057489,Household,1,41.79963399,-87.5819638
2057490,Household,1,41.80104526,-87.59184715
2057491,Household,1,41.80128552,-87.58932862
2057492,Household,1,41.801149,-87.59130848
2057493,Household,2,41.80143832,-87.58929198
2057494,Household,2,41.80205153,-87.58944098
2057495,Household,1,41.79973911,-87.58394734
2057496,Household,2,41.80200873,-87.58966923
2057497,Household,1,41.80090356,-87.58627901
2057498,Household,2,41.80097265,-87.59180492
2057499,Household,2,41.80000795,-87.58532666
2057500,Household,5,41.80153835,-87.59079405
2057501,Household,1,41.80136202,-87.59046172
2057502,Household,2,41.80211595,-87.58573594
2057503,Household,1,41.80138644,-87.58550718
2057504,Household,1,41.80233631,-87.59027638
2057505,Household,1,41.80233806,-87.58578261
2057506,Household,2,41.80093723,-87.59009462
2057507,Household,1,41.80048078,-87.58450688
2057508,Household,2,41.80200395,-87.58504603
2057509,Household,1,41.8007267,-87.58428962
2057510,Household,1,41.80039711,-87.58630196
2057511,Household,2,41.80191378,-87.59184033
2057512,Household,2,41.80167273,-87.58938629
2057513,Household,1,41.80177541,-87.58766525
2057514,Household,1,41.799634,-87.58305887
2057515,Household,2,41.80219155,-87.58896404
2057516,Household,2,41.80051914,-87.58527918
2057517,Household,1,41.80093812,-87.59033231
2057518,Household,2,41.80065503,-87.58502939
2057519,Household,1,41.80107621,-87.58827626
2057520,Household,1,41.80233699,-87.59058671
2057521,Household,1,41.80018871,-87.58500136
2057522,Household,2,41.80165781,-87.58625885
2057523,Household,2,41.80099789,-87.58993763
2057524,Household,4,41.80112148,-87.58961591
2057525,Household,1,41.80233433,-87.5894041
2057526,Household,1,41.80109556,-87.58595241
2057527,Household,1,41.80090479,-87.5850523
2057528,Household,1,41.80112311,-87.58616248
2057529,Household,1,41.79962576,-87.58547336
2057530,Household,1,41.80196851,-87.58594328
2057531,Household,2,41.80210492,-87.58677768
2057532,Household,1,41.80169518,-87.59029615
2057533,Household,2,41.79979596,-87.58560248
2057534,Household,1,41.7996479,-87.58602529
2057535,Household,2,41.80145792,-87.58500517
2057536,Household,1,41.80117078,-87.58950511
2057537,Household,1,41.80194552,-87.58926539
2057538,Household,1,41.80090969,-87.58514271
2057539,Household,2,41.80088788,-87.58595337
2057540,Household,2,41.80156838,-87.58531109
2057541,Household,2,41.80033256,-87.5861659
2057542,Household,3,41.80066786,-87.58534206
2057543,Household,2,41.80069573,-87.58622396
2057544,Household,1,41.80088107,-87.58702688
2057545,Household,1,41.8013617,-87.58547895
2057546,Household,1,41.80052896,-87.58651355
2057547,Household,2,41.80150633,-87.58558334
2057548,Household,1,41.8022389,-87.58857432
2057549,Household,1,41.80042878,-87.58224929
2057550,Household,1,41.80022199,-87.58567842
2057551,Household,1,41.80064402,-87.58425044
2057552,Household,1,41.80147187,-87.58920351
2057553,Household,2,41.80055404,-87.58657281
2057554,Household,1,41.80086049,-87.58661722
2057555,Household,1,41.8011605,-87.58504878
2057556,Household,1,41.80063511,-87.58505645
2057557,Household,3,41.80036992,-87.58653984
2057558,Household,1,41.80154226,-87.58645031
2057559,Household,1,41.80088495,-87.58428062
2057560,Household,1,41.79985931,-87.58514593
2057561,Household,2,41.80152708,-87.58571023
2057562,Household,1,41.80109022,-87.58940663
2057563,Household,1,41.80110109,-87.5860538
2057564,Household,1,41.80129363,-87.58517449
2057565,Household,2,41.80024668,-87.58597215
2057566,Household,1,41.80143664,-87.58589027
2057567,Household,2,41.79964374,-87.58524568
2057568,Household,2,41.80198599,-87.58756289
2057569,Household,2,41.80146908,-87.58839597
2057570,Household,3,41.80234015,-87.58547136
2057571,Household,1,41.8012804,-87.58633126
2057572,Household,2,41.80028555,-87.58515676
2057573,Household,2,41.8015623,-87.59184309
2057574,Household,1,41.80012549,-87.58610974
2057575,Household,2,41.80233557,-87.58995093
2057576,Household,1,41.80233231,-87.59016927
2057577,Household,1,41.80097045,-87.58956527
2057578,Household,2,41.80189607,-87.5862601
2057579,Household,1,41.79999562,-87.58263793
2057580,Household,2,41.80107291,-87.58539008
2057581,Household,1,41.80234312,-87.58503043
2057582,Household,1,41.80099037,-87.58504283
2057583,Household,2,41.80031467,-87.58538438
2057584,Household,1,41.799634,-87.5840446
2057585,Household,1,41.80160647,-87.58514592
2057586,Household,1,41.80155423,-87.58604875
2057587,Household,2,41.80007897,-87.58462675
2057588,Household,1,41.80198786,-87.58928663
2057589,Household,2,41.80041188,-87.58642938
2057590,Household,1,41.80160477,-87.5893648
2057591,Household,1,41.80206179,-87.58932557
2057592,Household,1,41.80232483,-87.59183711
2057593,Household,2,41.8005561,-87.58541699
2057594,Household,1,41.80039264,-87.58648927
2057595,Household,1,41.8001471,-87.58260511
2057596,Household,2,41.80008548,-87.58463154
2057597,Household,1,41.80158763,-87.58977273
2057598,Household,1,41.79960771,-87.58640544
2057599,Household,2,41.80163734,-87.58897249
2057600,Household,4,41.80145578,-87.58807513
2057601,Household,1,41.80193154,-87.59184019
2057602,Household,2,41.80049436,-87.58441671
2057603,Household,1,41.80177506,-87.59048562
2057604,Household,1,41.79989779,-87.58356946
2057605,Household,1,41.80112361,-87.58856652
2057606,Household,1,41.8004559,-87.58501157
2057607,Household,2,41.80121168,-87.58587114
2057608,Household,1,41.80136743,-87.58994742
2057609,Household,2,41.80089852,-87.58551923
2057610,Household,1,41.80211973,-87.59051904
2057611,Household,1,41.80151794,-87.59184344
2057612,Household,1,41.79963399,-87.58478049
2057613,Household,3,41.79967909,-87.58290911
2057614,Household,1,41.8012436,-87.58990046
2057615,Household,1,41.80125509,-87.58526046
2057616,Household,1,41.80156126,-87.58630216
2057617,Household,2,41.80075343,-87.58333711
2057618,Household,4,41.80094991,-87.58621934
2057619,Household,1,41.80093644,-87.58988644
2057620,Household,1,41.80046001,-87.58591386
2057621,Household,2,41.80022165,-87.58502976
2057622,Household,2,41.80110376,-87.58808549
2057623,Household,1,41.80203874,-87.59091021
2057624,Household,1,41.79961348,-87.58610756
2057625,Household,2,41.80077611,-87.58623085
2057626,Household,2,41.80070702,-87.58569351
2057627,Household,1,41.80095923,-87.58806708
2057628,Household,1,41.80126346,-87.5852561
2057629,Household,1,41.8015641,-87.58643599
2057630,Household,2,41.80107992,-87.58620363
2057631,Household,1,41.80059094,-87.58662694
2057632,Household,2,41.80163148,-87.58636695
2057633,Household,1,41.80235527,-87.58726629
2057634,Household,1,41.79969918,-87.58463259
2057635,Household,1,41.79999595,-87.58653345
2057636,Household,1,41.80223581,-87.59058906
2057637,Household,1,41.80164753,-87.58531329
2057638,Household,2,41.80095964,-87.58575771
2057639,Household,1,41.80093936,-87.58552699
2057640,Household,1,41.80128282,-87.5899983
2057641,Household,1,41.80105709,-87.59097645
2057642,Household,2,41.80088408,-87.58574064
2057643,Household,1,41.79971943,-87.58283009
2057644,Household,3,41.80056643,-87.58643082
2057645,Household,2,41.80100625,-87.5854047
2057646,Household,1,41.80144626,-87.58933103
2057647,Household,1,41.80101856,-87.59103897
2057648,Household,2,41.80196352,-87.59045972
2057649,Household,2,41.80001799,-87.58536886
2057650,Household,1,41.80093744,-87.58833645
2057651,Household,1,41.80031816,-87.58665132
2057652,Household,3,41.80028636,-87.58531527
2057653,Household,2,41.80093687,-87.59000017
2057654,Household,1,41.80180877,-87.59145991
2057655,Household,2,41.79983815,-87.58651631
2057656,Household,3,41.80035656,-87.58548951
2057657,Household,1,41.80108038,-87.58758308
2057658,Household,2,41.79961922,-87.58581123
2057659,Household,1,41.80028205,-87.58248122
2057660,Household,3,41.801439,-87.58577361
2057661,Household,1,41.80106298,-87.58892256
2057662,Household,1,41.80206929,-87.58767773
2057663,Household,2,41.80020931,-87.58581471
2057664,Household,3,41.80149419,-87.58880759
2057665,Household,2,41.80112801,-87.58652811
2057666,Household,2,41.8011866,-87.58796459
2057667,Household,1,41.79963399,-87.58344868
2057668,Household,1,41.799634,-87.58432424
2057669,Household,3,41.80235464,-87.58719788
2057670,Household,2,41.80169135,-87.59100572
2057671,Household,1,41.80161586,-87.58941936
2057672,Household,1,41.80093771,-87.5908989
2057673,Household,2,41.8009362,-87.5912886
2057674,Household,2,41.80125601,-87.5846563
2057675,Household,1,41.80100977,-87.58607093
2057676,Household,1,41.80112513,-87.58954678
2057677,Household,1,41.80009007,-87.5863828
2057678,Household,2,41.80211914,-87.58885217
2057679,Household,1,41.80095322,-87.5857714
2057680,Household,1,41.79963399,-87.58264194
2057681,Household,1,41.80157664,-87.58908765
2057682,Household,1,41.80155507,-87.59155855
2057683,Household,1,41.80183729,-87.58943324
2057684,Household,2,41.799634,-87.58426044
2057685,Household,2,41.80192611,-87.58572365
2057686,Household,1,41.80051955,-87.58345333
2057687,Household,1,41.80161905,-87.58558125
2057688,Household,1,41.7996083,-87.58637526
2057689,Household,2,41.79989366,-87.58527938
2057690,Household,2,41.80032909,-87.58459943
2057691,Household,1,41.80093422,-87.58929933
2057692,Household,3,41.80030356,-87.58618086
2057693,Household,1,41.80165944,-87.59135326
2057694,Household,1,41.799634,-87.58443477
2057695,Household,1,41.80062596,-87.58516161
2057696,Household,1,41.80063859,-87.58634728
2057697,Household,1,41.80174543,-87.58907243
2057698,Household,2,41.80147408,-87.58642234
2057699,Household,1,41.80093403,-87.59184802
2057700,Household,3,41.80127485,-87.58584552
2057701,Household,2,41.79963182,-87.58516047
2057702,Household,1,41.80227757,-87.58960282
2057703,Household,1,41.80131744,-87.58863605
2057704,Household,2,41.80233543,-87.58989015
2057705,Household,2,41.80060935,-87.5864293
2057706,Household,2,41.80058077,-87.58540054
2057707,Household,1,41.80095919,-87.59184782
2057708,Household,1,41.80200831,-87.59140608
2057709,Household,1,41.80104882,-87.58418026
2057710,Household,1,41.80125573,-87.58581993
2057711,Household,2,41.80216396,-87.5859568
2057712,Household,2,41.80203226,-87.59158285
2057713,Household,2,41.8019789,-87.58603281
2057714,Household,2,41.80233516,-87.58977162
2057715,Household,2,41.80157261,-87.58819969
2057716,Household,1,41.8023359,-87.59063484
2057717,Household,2,41.80100534,-87.5853524
2057718,Household,2,41.80079611,-87.58649993
2057719,Household,1,41.79963399,-87.58276673
2057720,Household,2,41.79961329,-87.58611761
2057721,Household,2,41.80109069,-87.58436796
2057722,Household,2,41.80172019,-87.59068153
2057723,Household,1,41.80113746,-87.58566289
2057724,Household,1,41.79970705,-87.58265206
2057725,Household,4,41.80100866,-87.58472788
2057726,Household,3,41.80173828,-87.58956691
2057727,Household,2,41.8008446,-87.58339526
2057728,Household,2,41.80097607,-87.58559924
2057729,Household,2,41.79960692,-87.58652744
2057730,Household,1,41.80195423,-87.59184002
2057731,Household,1,41.79956304,-87.58728842
2057732,Household,3,41.80234426,-87.58782479
2057733,Household,1,41.80139824,-87.58575636
2057734,Household,1,41.80216837,-87.58959881
2057735,Household,1,41.80073593,-87.58568189
2057736,Household,2,41.80202116,-87.58919966
2057737,Household,2,41.8015917,-87.58583336
2057738,Household,2,41.80189074,-87.59068966
2057739,Household,3,41.802247,-87.58502904
2057740,Household,1,41.80163596,-87.58944714
2057741,Household,2,41.80137859,-87.58656197
2057742,Household,1,41.80192488,-87.58510425
2057743,Household,2,41.80222542,-87.58700281
2057744,Household,3,41.8014408,-87.58465361
2057745,Household,2,41.80089788,-87.58484643
2057746,Household,2,41.80164145,-87.5851561
2057747,Household,3,41.80028692,-87.58538068
2057748,Household,1,41.80143221,-87.5854971
2057749,Household,2,41.80029407,-87.58660658
2057750,Household,1,41.80153057,-87.58866918
2057751,Household,1,41.80233586,-87.58854459
2057752,Household,2,41.80174194,-87.58653348
2057753,Household,1,41.80101474,-87.59184739
2057754,Household,4,41.80226653,-87.59152305
2057755,Household,2,41.7998992,-87.58341595
2057756,Household,1,41.80132039,-87.58552816
2057757,Household,2,41.80131021,-87.58586618
2057758,Household,1,41.80215325,-87.58610049
2057759,Household,1,41.80215183,-87.58558839
