person_id,hh_id,relate,sex,age,school_id,work_id,gq_id
5497190,2057858,1,1,58,,1.70313E+15,
5497191,2057858,21,2,44,,1.70313E+15,
5497192,2057859,1,1,58,,,
5497193,2057859,21,2,44,,,
5497194,2057860,1,2,32,,1.70318E+15,
5497196,2057860,3,1,19,,,
5497197,2057860,3,1,20,,,
5497198,2057861,1,1,81,,,
5497199,2057861,2,2,51,,1.70438E+15,
5497200,2057862,1,2,29,,,
5497201,2057862,19,1,28,,1.70316E+15,
5497202,2057863,1,2,56,,,
5497203,2057863,19,1,64,,,
5497204,2057864,1,1,29,,,
5497205,2057864,2,2,30,,,
5497206,2057865,1,1,55,,1.70314E+15,
5497207,2057865,2,2,53,,,
5497208,2057866,1,1,30,,1.70313E+15,
5497209,2057866,2,2,34,,1.70314E+15,
5497210,2057866,3,1,0,,,
5497211,2057867,1,1,28,,,
5497212,2057867,2,2,21,,1.70311E+15,
5497213,2057868,1,1,28,,1.70318E+15,
5497214,2057869,1,1,32,,1.7031E+15,
5497215,2057869,2,2,33,,1.70313E+15,
5497216,2057870,1,2,31,,1.70313E+15,
5497217,2057871,1,2,34,,,
5497218,2057872,1,1,65,,,
5497219,2057872,3,2,8,1.70993E+11,,
5497220,2057872,3,2,9,1.70993E+11,,
5497221,2057872,19,2,47,,1.70318E+15,
5497222,2057873,1,2,30,,,
5497223,2057874,1,2,31,,1.70318E+15,
5497224,2057875,1,1,25,,,
5497225,2057876,1,1,58,,1.70314E+15,
5497226,2057876,2,2,54,,,
5497227,2057877,1,1,51,,1.70316E+15,
5497228,2057878,1,1,67,,,
5497229,2057878,2,2,69,,1.70318E+15,
5497230,2057879,1,2,63,,1.70314E+15,
5497231,2057880,1,1,26,,1.70314E+15,
5497232,2057881,1,2,51,,,
5497233,2057881,3,2,15,1.70993E+11,,
5497234,2057882,1,1,70,,,
5497235,2057882,16,1,54,,,
5497236,2057883,1,2,76,,,
5497237,2057883,2,1,67,,1.70318E+15,
5497238,2057884,1,1,32,,1.70313E+15,
5497239,2057885,1,2,29,,1.70317E+15,
5497240,2057886,1,1,40,,1.70438E+15,
5497241,2057887,1,1,29,,1.70314E+15,
5497242,2057888,1,1,37,,1.70313E+15,
5497243,2057888,3,1,11,1.70993E+11,,
5497244,2057888,19,1,48,,,
5497245,2057889,1,1,64,,1.70314E+15,
5497246,2057889,2,2,68,,1.70313E+15,
5497247,2057890,1,2,26,,1.70313E+15,
5497248,2057890,3,1,8,1.70993E+11,,
5497249,2057891,1,1,32,,1.70314E+15,
5497250,2057892,1,2,34,,1.70313E+15,
5497251,2057893,1,1,25,,,
5497252,2057894,1,2,52,,,
5497253,2057895,1,1,31,,1.7031E+15,
5497254,2057896,1,2,61,,,
5497255,2057896,19,1,53,,1.70314E+15,
5497256,2057897,1,2,29,,,
5497257,2057898,1,2,29,,1.70314E+15,
5497258,2057898,2,1,33,,1.70315E+15,
5497259,2057899,1,2,42,,1.70313E+15,
5497260,2057899,16,1,39,,1.70314E+15,
5497261,2057900,1,2,52,,,
5497262,2057901,1,1,27,,,
5497263,2057902,1,2,26,,1.70318E+15,
5497264,2057903,1,2,30,,1.70314E+15,
5497265,2057904,1,1,61,,1.70313E+15,
5497266,2057905,1,2,62,,1.70314E+15,
5497267,2057906,1,2,56,,1.70313E+15,
5497268,2057907,1,2,68,,,
5497269,2057907,2,1,76,,,
5497270,2057908,1,1,42,,1.70314E+15,
5497271,2057908,2,2,45,,1.70314E+15,
5497272,2057909,1,2,34,,,
5497273,2057909,2,1,25,,1.70313E+15,
5497274,2057910,1,2,28,,1.70314E+15,
5497275,2057910,3,2,13,1.70993E+11,,
5497276,2057910,7,1,53,,1.70314E+15,
5497277,2057911,1,2,39,,,
5497279,2057911,3,1,12,1.70993E+11,,
5497280,2057912,1,2,76,,,
5497281,2057913,1,1,83,,,
5497282,2057913,2,2,80,,,
5497283,2057914,1,1,26,,1.70314E+15,
5497284,2057914,2,2,25,,,
5497285,2057915,1,2,57,,,
5497286,2057915,2,1,60,,1.70318E+15,
5497287,2057916,1,2,62,,1.70313E+15,
5497288,2057917,1,1,62,,,
5497289,2057918,1,1,68,,1.70318E+15,
5497290,2057918,2,2,70,,1.70313E+15,
5497291,2057919,1,2,32,,1.70313E+15,
5497292,2057920,1,2,26,,1.70313E+15,
5497293,2057920,18,1,36,,1.70314E+15,
5497294,2057921,1,1,26,,,
5497295,2057922,1,2,50,,1.70314E+15,
5497296,2057922,3,2,27,,1.70314E+15,
5497297,2057922,3,1,29,,1.70314E+15,
5497298,2057922,8,2,5,,,
5497299,2057923,1,1,64,,,
5497300,2057924,1,2,56,,,
5497301,2057925,1,2,65,,,
5497302,2057926,1,2,34,,,
5497303,2057926,2,1,25,,1.70313E+15,
5497304,2057927,1,1,40,,,
5497305,2057928,1,2,62,,,
5497306,2057929,1,1,32,,1.70318E+15,
5497307,2057929,2,2,30,,1.70316E+15,
5497308,2057929,3,2,2,,,
5497309,2057930,1,2,56,,,
5497310,2057931,1,1,32,,1.70311E+15,
5497311,2057932,1,1,56,,,
5497312,2057933,1,1,45,,1.70317E+15,
5497313,2057934,1,2,32,,,
5497314,2057934,3,2,11,1.70993E+11,,
5497316,2057934,3,2,1,,,
5497317,2057935,1,1,28,,,
5497318,2057935,2,2,21,,1.70318E+15,
5497319,2057936,1,2,42,,1.70314E+15,
5497320,2057937,1,1,48,,1.70311E+15,
5497321,2057938,1,2,36,,,
5497322,2057939,1,1,58,,,
5497323,2057940,1,2,32,,1.70314E+15,
5497324,2057941,1,2,32,,1.70314E+15,
5497325,2057942,1,2,26,,1.7031E+15,
5497326,2057943,1,2,83,,,
5497327,2057943,21,2,75,,,
5497328,2057943,18,1,81,,,
5497329,2057943,21,2,29,,1.70313E+15,
5497330,2057944,1,2,67,,1.70314E+15,
5497331,2057944,2,1,79,,,
5497332,2057945,1,2,27,,,
5497333,2057945,19,1,35,,1.70317E+15,
5497334,2057946,1,2,32,,1.70313E+15,
5497335,2057946,2,1,37,,,
5497337,2057946,3,2,1,,,
5497338,2057947,1,2,28,,1.70314E+15,
5497339,2057947,3,2,4,,,
5497340,2057948,1,2,63,,,
5497341,2057949,1,2,26,,1.70311E+15,
5497342,2057949,19,1,26,,1.70314E+15,
5497343,2057950,1,1,25,,1.70314E+15,
5497344,2057950,2,2,31,,,
5497345,2057951,1,2,22,,1.70318E+15,
5497346,2057951,17,1,22,,1.70313E+15,
5497347,2057951,18,2,30,,,
5497348,2057952,1,1,40,,1.70313E+15,
5497349,2057953,1,2,67,,,
5497350,2057953,2,1,79,,,
5497351,2057954,1,2,30,,,
5497352,2057954,3,2,11,1.70993E+11,,
5497353,2057954,3,2,13,1.70993E+11,,
5497354,2057955,1,2,27,,,
5497355,2057956,1,2,42,,1.70313E+15,
5497356,2057956,3,1,12,1.70993E+11,,
5497357,2057957,1,2,36,,1.70313E+15,
5497358,2057958,1,2,46,,,
5497359,2057959,1,2,50,,,
5497360,2057960,1,2,52,,1.70314E+15,
5497361,2057961,1,1,26,,1.70314E+15,
5497362,2057961,2,2,25,,,
5497363,2057962,1,2,59,,,
5497364,2057963,1,1,28,,1.70314E+15,
5497365,2057963,2,2,28,,,
5497366,2057964,1,2,45,,1.70316E+15,
5497367,2057965,1,1,28,,,
5497368,2057965,2,2,21,,1.70314E+15,
5497369,2057966,1,1,29,,,
5497370,2057967,1,1,64,,,
5497371,2057967,2,2,68,,,
5497372,2057968,1,2,29,,,
5497373,2057968,3,2,4,,,
5497374,2057969,1,2,57,,,
5497375,2057969,3,2,22,,,
5497376,2057969,3,2,18,,,
5497377,2057970,1,2,28,,1.70313E+15,
5497378,2057970,3,2,12,1.70993E+11,,
5497381,2057971,1,2,47,,1.70313E+15,
5497382,2057971,3,2,14,1.70993E+11,,
5497383,2057972,1,1,69,,1.70318E+15,
5497384,2057972,3,1,39,,1.70314E+15,
5497385,2057973,1,1,44,,,
5497386,2057973,2,2,45,,1.70318E+15,
5497387,2057973,3,2,15,1.70993E+11,,
5497388,2057974,1,2,81,,,
5497389,2057975,1,2,28,,1.70314E+15,
5497390,2057976,1,2,58,,,
5497391,2057977,1,2,77,,,
5497392,2057977,19,1,62,,,
5497393,2057978,1,2,36,,,
5497394,2057979,1,2,33,,1.70314E+15,
5497395,2057979,18,2,19,,1.70318E+15,
5497396,2057980,1,1,83,,,
5497397,2057980,2,2,80,,,
5497398,2057981,1,2,51,,,
5497399,2057982,1,1,33,,1.70314E+15,
5497400,2057983,1,2,25,,,
5497401,2057984,1,1,40,,1.70311E+15,
5497402,2057984,2,2,38,,,
5497404,2057985,1,2,68,,,
5497405,2057985,2,1,76,,,
5497406,2057986,1,1,69,,1.70314E+15,
5497407,2057986,3,1,39,,,
5497408,2057987,1,2,42,,1.70313E+15,
5497409,2057988,1,2,65,,,
5497410,2057989,1,1,25,,1.70317E+15,
5497411,2057990,1,1,36,,,
5497412,2057991,1,2,38,,1.70313E+15,
5497413,2057991,3,1,14,1.70993E+11,,
5497414,2057992,1,1,72,,1.70438E+15,
5497415,2057992,3,2,41,,,
5497416,2057992,3,2,37,,,
5497417,2057992,8,1,14,1.70993E+11,,
5497418,2057992,8,1,6,1.70993E+11,,
5497419,2057993,1,1,44,,,
5497420,2057993,2,2,31,,1.70313E+15,
5497421,2057994,1,2,68,,,
5497422,2057995,1,1,28,,,
5497423,2057996,1,1,22,,,
5497424,2057997,1,1,75,,,
5497425,2057998,1,1,32,,,
5497426,2057999,1,2,40,,,
5497427,2058000,1,1,35,,,
5497428,2058001,1,2,47,,1.70313E+15,
5497429,2058002,1,2,27,,,
5497430,2058003,1,2,40,,1.70318E+15,
5497431,2058004,1,2,76,,,
5497432,2058005,1,2,61,,1.70318E+15,
5497433,2058005,19,1,53,,,
5497434,2058006,1,1,49,,1.70318E+15,
5497435,2058006,2,2,46,,,
5497436,2058007,1,2,30,,1.70314E+15,
5497437,2058007,3,2,4,,,
5497438,2058007,16,2,15,1.70993E+11,,
5497439,2058007,16,1,12,1.70993E+11,,
5497440,2058008,1,2,20,,,
5497441,2058008,19,1,21,,1.70313E+15,
5497442,2058009,1,1,29,,,
5497443,2058010,1,2,59,,,
5497444,2058010,3,1,25,,1.70314E+15,
5497445,2058011,1,1,55,,1.70314E+15,
5497446,2058011,2,2,54,,1.70313E+15,
5497447,2058012,1,2,33,,,
5497450,2058013,1,1,49,,,
5497451,2058014,1,1,60,,1.70314E+15,
5497452,2058014,2,2,62,,,
5497453,2058014,3,1,26,,1.70315E+15,
5497454,2058014,3,1,24,,1.70314E+15,
5497455,2058015,1,1,62,,,
5497456,2058016,1,1,69,,,
5497457,2058016,2,2,69,,1.70316E+15,
5497458,2058017,1,2,39,,1.70314E+15,
5497459,2058017,3,2,9,1.70993E+11,,
5497460,2058017,3,1,12,1.70993E+11,,
5497461,2058018,1,1,29,,1.70314E+15,
5497462,2058018,19,2,18,,1.70313E+15,
5497463,2058019,1,2,26,,1.70313E+15,
5497464,2058019,18,1,36,,,
5497465,2058020,1,1,69,,,
5497466,2058020,2,2,67,,,
5497467,2058021,1,2,25,,1.70315E+15,
5497468,2058021,19,1,27,,1.70314E+15,
5497469,2058022,1,2,58,,,
5497470,2058023,1,2,31,,1.70311E+15,
5497471,2058023,6,1,36,,,
5497472,2058024,1,1,33,,,
5497473,2058025,1,2,22,,,
5497475,2058025,3,2,0,,,
5497476,2058025,19,1,23,,1.70317E+15,
5497477,2058026,1,1,57,,1.70313E+15,
5497478,2058027,1,1,31,,,
5497479,2058028,1,1,37,,1.70318E+15,
5497480,2058028,7,2,60,,1.70317E+15,
5497481,2058029,1,2,82,,,
5497482,2058029,8,1,30,,,
5497483,2058029,3,2,50,,1.70313E+15,
5497484,2058029,3,2,50,,,
5497485,2058030,1,2,35,,1.70314E+15,
5497486,2058030,2,1,39,,,
5497488,2058030,3,2,4,,,
5497489,2058031,1,2,74,,1.70313E+15,
5497490,2058031,3,1,49,,1.70313E+15,
5497491,2058031,5,1,50,,1.70311E+15,
5497492,2058032,1,1,31,,1.70318E+15,
5497493,2058032,2,2,29,,,
5497494,2058033,1,1,37,,,
5497495,2058034,1,2,26,,1.70311E+15,
5497496,2058035,1,2,83,,,
5497497,2058035,21,2,75,,,
5497498,2058035,18,1,81,,,
5497499,2058035,21,2,29,,,
5497500,2058036,1,1,61,,,
5497501,2058036,2,2,57,,1.70318E+15,
5497502,2058037,1,2,68,,1.70313E+15,
5497503,2058038,1,1,75,,,
5497504,2058039,1,1,86,,,
5497505,2058039,2,2,80,,,
5497506,2058040,1,2,68,,,
5497507,2058040,2,1,76,,,
5497508,2058041,1,1,79,,,
5497509,2058042,1,2,26,,,
5497510,2058042,3,2,12,1.70993E+11,,
5497511,2058042,3,1,11,1.70993E+11,,
5497512,2058042,3,2,7,1.70993E+11,,
5497513,2058043,1,2,22,,,
5497514,2058044,1,2,43,,1.70311E+15,
5497516,2058045,1,2,74,,,
5497517,2058045,3,1,49,,1.70311E+15,
5497518,2058045,5,1,50,,1.70313E+15,
5497519,2058046,1,1,33,,1.70313E+15,
5497520,2058046,19,2,38,,1.70313E+15,
5497521,2058047,1,2,54,,1.70313E+15,
5497522,2058048,1,1,69,,1.70318E+15,
5497523,2058048,2,2,67,,1.70311E+15,
5497524,2058049,1,2,34,,1.70318E+15,
5497525,2058050,1,2,56,,,
5497526,2058051,1,2,59,,,
5497527,2058051,3,1,29,,1.70313E+15,
5497528,2058052,1,2,32,,1.70313E+15,
5497529,2058052,21,1,35,,1.70313E+15,
5497530,2058053,1,2,29,,1.70314E+15,
5497531,2058054,1,2,30,,1.70318E+15,
5497532,2058055,1,2,25,,1.70316E+15,
5497533,2058055,2,1,30,,1.70314E+15,
5497534,2058056,1,1,23,,1.70318E+15,
5497535,2058056,18,2,21,,1.70313E+15,
5497536,2058057,1,2,26,,1.70313E+15,
5497537,2058058,1,1,57,,,
5497538,2058058,2,2,48,,,
5497539,2058059,1,1,23,,,
5497540,2058059,18,2,21,,,
5497541,2058060,1,2,33,,,
5497542,2058060,6,2,60,,,
5497543,2058060,19,2,35,,1.70314E+15,
5497544,2058061,1,1,49,,1.70318E+15,
5497545,2058062,1,1,62,,1.70314E+15,
5497546,2058062,2,2,62,,,
5497547,2058063,1,1,59,,,
5497548,2058064,1,1,21,,,
5497549,2058065,1,1,31,,,
5497550,2058065,2,2,36,,1.70314E+15,
5497551,2058065,3,2,2,,,
5497552,2058066,1,2,53,,1.70313E+15,
5497553,2058066,19,2,46,,1.70311E+15,
5497554,2058067,1,2,32,,1.70311E+15,
5497555,2058068,1,2,22,,1.70314E+15,
5497556,2058068,17,1,22,,,
5497557,2058068,18,2,30,,1.70313E+15,
5497558,2058069,1,2,28,,,
5497559,2058070,1,2,22,,1.70311E+15,
5497560,2058070,17,1,22,,1.70313E+15,
5497561,2058070,18,2,30,,1.70314E+15,
5497562,2058071,1,1,81,,,
5497563,2058071,13,1,40,,,
5497564,2058072,1,1,28,,1.70314E+15,
5497565,2058072,2,2,26,,1.70311E+15,
5497566,2058073,1,1,31,,1.70318E+15,
5497567,2058073,2,2,36,,1.70313E+15,
5497568,2058073,3,2,2,,,
5497569,2058074,1,1,31,,1.70311E+15,
5497570,2058074,2,2,30,,,
5497571,2058075,1,2,28,,1.70318E+15,
5497572,2058076,1,1,18,,,
5497573,2058077,1,2,29,,1.70312E+15,
5497574,2058077,19,1,28,,1.70313E+15,
5497575,2058078,1,2,32,,,
5497576,2058078,2,1,46,,1.70312E+15,
5497577,2058078,18,1,25,,,
5497578,2058078,21,1,46,,1.70314E+15,
5497579,2058079,1,2,22,,1.70314E+15,
5497580,2058079,17,1,22,,,
5497581,2058079,18,2,30,,,
5497582,2058080,1,2,48,,,
5497583,2058080,3,2,23,,,
5497584,2058080,8,2,2,,,
5497585,2058081,1,1,37,,1.70313E+15,
5497586,2058081,3,1,11,1.70993E+11,,
5497587,2058081,19,1,48,,1.70313E+15,
5497588,2058082,1,1,26,,1.70313E+15,
5497589,2058082,2,2,26,,,
5497590,2058083,1,2,28,,1.70314E+15,
5497591,2058083,18,2,25,,,
5497592,2058084,1,2,38,,1.70314E+15,
5497593,2058084,3,1,15,1.70993E+11,,
5497594,2058085,1,1,18,,1.70313E+15,
5497595,2058086,1,2,24,,,
5497596,2058087,1,2,57,,1.70314E+15,
5497597,2058087,3,1,36,,1.70313E+15,
5497598,2058087,3,1,36,,1.70314E+15,
5497599,2058088,1,2,38,,,
5497600,2058088,3,1,18,,1.70313E+15,
5497601,2058088,3,1,16,1.70993E+11,,
5497602,2058089,1,2,38,,,
5497604,2058090,1,1,36,,1.70311E+15,
5497605,2058090,2,2,31,,1.70313E+15,
5497606,2058091,1,1,57,,1.70314E+15,
5497607,2058091,3,1,32,,1.70318E+15,
5497608,2058092,1,1,51,,1.70311E+15,
5497609,2058092,2,2,49,,1.70313E+15,
5497610,2058092,3,2,25,,1.70311E+15,
5497611,2058092,8,2,5,1.70993E+11,,
5497612,2058093,1,1,31,,1.70313E+15,
5497613,2058094,1,2,26,,,
5497614,2058095,1,2,22,,,
5497615,2058096,1,1,54,,,
5497616,2058097,1,1,32,,,
5497617,2058097,2,2,25,,,
5497618,2058097,3,2,1,,,
5497619,2058098,1,2,42,,1.70314E+15,
5497620,2058098,2,1,47,,,
5497621,2058098,3,2,13,1.70993E+11,,
5497622,2058098,3,1,11,1.70993E+11,,
5497623,2058098,3,1,8,1.70993E+11,,
5497624,2058099,1,1,49,,1.70314E+15,
5497625,2058100,1,1,23,,,
5497626,2058100,2,2,25,,,
5497627,2058100,6,1,22,,,
5497628,2058100,12,1,22,,1.70313E+15,
5497629,2058101,1,2,49,,1.70313E+15,
5497630,2058101,2,1,67,,,
5497631,2058102,1,1,31,,1.70313E+15,
5497632,2058103,1,2,65,,,
5497633,2058103,3,1,39,,1.70313E+15,
5497634,2058104,1,1,30,,,
5497635,2058104,2,2,35,,1.70313E+15,
5497636,2058105,1,2,44,,1.70317E+15,
5497637,2058105,3,1,15,1.70993E+11,,
5497638,2058105,3,1,5,1.70993E+11,,
5497639,2058106,1,2,32,,,
5497640,2058107,1,2,24,,,
5497641,2058108,1,2,20,,,
5497642,2058108,19,1,21,,,
5497643,2058109,1,2,28,,1.70314E+15,
5497644,2058110,1,1,59,,1.70313E+15,
5497645,2058110,3,2,40,,1.70314E+15,
5497646,2058110,8,2,2,,,
5497647,2058111,1,1,26,,1.70313E+15,
5497648,2058112,1,2,20,,,
5497649,2058112,19,1,21,,1.70314E+15,
5497650,2058113,1,1,26,,,
5497651,2058114,1,1,39,,1.70313E+15,
5497652,2058114,2,2,39,,1.70314E+15,
5497653,2058114,3,2,8,1.70993E+11,,
5497654,2058115,1,2,23,,1.70313E+15,
5497656,2058115,3,2,0,,,
5497657,2058116,1,2,29,,1.70314E+15,
5497658,2058117,1,1,51,,,
5497659,2058117,2,2,49,,1.70314E+15,
5497660,2058117,3,2,25,,,
5497661,2058117,8,2,5,1.70993E+11,,
5497662,2058118,1,2,56,,,
5497663,2058119,1,2,36,,,
5497664,2058120,1,1,40,,1.70313E+15,
5497665,2058121,1,2,29,,1.70313E+15,
5497666,2058122,1,1,34,,1.70314E+15,
5497667,2058123,1,1,23,,1.70313E+15,
5497668,2058124,1,1,57,,,
5497669,2058125,1,2,47,,1.70311E+15,
5497670,2058125,3,1,21,,1.70314E+15,
5497671,2058125,3,2,16,1.70993E+11,,
5497672,2058125,8,2,6,1.70993E+11,,
5497673,2058125,8,2,1,,,
5497674,2058125,19,1,46,,1.70311E+15,
5497675,2058126,1,2,48,,,
5497676,2058127,1,2,22,,1.70311E+15,
5497677,2058128,1,2,30,,1.70311E+15,
5497678,2058128,3,2,19,,,
5497679,2058128,3,2,17,1.70993E+11,1.70314E+15,
5497680,2058128,3,2,6,1.70993E+11,,
5497681,2058128,8,1,2,,,
5497682,2058129,1,2,19,,,
5497683,2058130,1,1,23,,1.70313E+15,
5497684,2058130,2,2,25,,,
5497685,2058130,6,1,22,,,
5497686,2058130,12,1,22,,1.70318E+15,
5497687,2058131,1,2,31,,1.70313E+15,
5497688,2058132,1,1,55,,,
5497689,2058133,1,1,26,,1.70314E+15,
5497690,2058133,18,1,29,,1.70311E+15,
5497691,2058134,1,2,35,,,
5497692,2058134,2,1,37,,1.70312E+15,
5497693,2058135,1,2,19,,,
5497694,2058135,3,1,0,,,
5497695,2058135,19,1,20,,,
5497696,2058136,1,1,64,,,
5497697,2058137,1,2,42,,1.70313E+15,
5497698,2058137,7,2,61,,,
5497699,2058137,8,1,6,,,
5497700,2058138,1,2,27,,1.70311E+15,
5497701,2058139,1,2,53,,1.70313E+15,
5497702,2058139,3,1,37,,,
5497703,2058140,1,2,34,,,
5497704,2058141,1,2,28,,1.70313E+15,
5497705,2058141,2,1,28,,,
5497706,2058142,1,2,32,,,
5497707,2058143,1,1,21,,,
5497708,2058143,18,1,24,,,
5497709,2058144,1,2,23,,1.70311E+15,
5497711,2058144,3,2,0,,,
5497712,2058145,1,1,26,,,
5497713,2058145,2,2,25,,,
5497714,2058146,1,1,28,,,
5497715,2058147,1,2,22,,1.70314E+15,
5497716,2058148,1,2,33,,,
5497717,2058148,3,1,8,1.70993E+11,,
5497718,2058148,3,2,8,1.70993E+11,,
5497719,2058149,1,1,25,,1.70311E+15,
5497720,2058150,1,1,25,,1.70314E+15,
5497721,2058151,1,2,27,,1.70314E+15,
5497722,2058152,1,2,31,,1.70314E+15,
5497723,2058153,1,2,30,,1.70314E+15,
5497724,2058154,1,1,45,,1.70313E+15,
5497725,2058154,7,2,68,,1.70313E+15,
5497726,2058155,1,1,31,,,
5497727,2058155,2,2,29,,,
5497728,2058156,1,1,32,,,
5497729,2058157,1,1,23,,1.70311E+15,
5497730,2058157,16,1,23,,1.70314E+15,
5497731,2058158,1,1,31,,1.70318E+15,
5497732,2058159,1,1,25,,,
5497733,2058160,1,2,57,,1.70311E+15,
5497734,2058160,3,2,22,,,
5497735,2058160,3,2,18,,1.70314E+15,
5497736,2058161,1,2,24,,,
5497737,2058162,1,1,22,,1.70313E+15,
5497738,2058163,1,2,21,,1.70316E+15,
5497739,2058164,1,2,22,,1.70313E+15,
5497740,2058164,17,1,22,,,
5497741,2058164,18,2,30,,,
5497742,2058165,1,2,33,,,
5497743,2058165,3,1,8,1.70993E+11,,
5497744,2058165,3,2,8,1.70993E+11,,
5497745,2058166,1,2,43,,1.70314E+15,
5497746,2058167,1,1,49,,,
5497747,2058167,2,2,47,,,
5497751,2058168,1,2,29,,1.70311E+15,
5497752,2058168,3,2,4,1.70993E+11,,
5497753,2058169,1,1,25,,1.70314E+15,
5497754,2058170,1,2,25,,1.70314E+15,
5497755,2058170,2,1,27,,1.70314E+15,
5497756,2058171,1,1,29,,,
5497757,2058171,2,2,28,,,
5497758,2058172,1,2,26,,1.70314E+15,
5497759,2058173,1,2,28,,1.70314E+15,
5497760,2058173,18,2,25,,1.70313E+15,
5497761,2058174,1,2,56,,1.70313E+15,
5497762,2058175,1,1,25,,1.70318E+15,
5497763,2058175,2,2,25,,1.70313E+15,
5497764,2058176,1,2,34,,,
5497765,2058176,2,1,25,,,
5497766,2058177,1,2,24,,1.70314E+15,
5497767,2058178,1,1,40,,1.70314E+15,
5497768,2058178,2,2,36,,,
5497769,2058178,5,2,17,1.70993E+11,1.70311E+15,
5497770,2058178,3,1,16,1.70993E+11,,
5497771,2058178,3,2,14,1.70993E+11,,
5497772,2058178,3,2,2,,,
5497773,2058179,1,2,26,,,
5497774,2058180,1,2,42,,1.70313E+15,
5497775,2058180,2,1,47,,1.70314E+15,
5497776,2058180,3,2,13,1.70993E+11,,
5497777,2058180,3,1,11,1.70993E+11,,
5497778,2058180,3,1,8,1.70993E+11,,
5497779,2058181,1,2,28,,1.70314E+15,
5497780,2058182,1,2,22,,,
5497781,2058183,1,1,21,,,
5497782,2058183,18,1,21,,,
5497783,2058183,18,2,21,,1.70311E+15,
5497784,2058184,1,2,24,,1.70314E+15,
5497785,2058185,1,2,52,,1.70311E+15,
5497786,2058186,1,1,24,,1.70314E+15,
5497787,2058186,2,2,23,,1.70313E+15,
5497788,2058187,1,1,32,,1.70314E+15,
5497789,2058187,2,2,33,,1.70314E+15,
5497790,2058188,1,2,40,,1.70314E+15,
5497791,2058189,1,1,22,,,
5497792,2058190,1,2,42,,1.70311E+15,
5497793,2058190,3,1,18,,1.70314E+15,
5497794,2058190,3,1,13,1.70993E+11,,
5497795,2058190,3,1,11,1.70993E+11,,
5497796,2058190,3,2,9,1.70993E+11,,
5497797,2058191,1,2,34,,1.70313E+15,
5497798,2058191,2,1,25,,1.70314E+15,
5497799,2058192,1,2,28,,,
5497800,2058193,1,1,23,,,
5497801,2058194,1,2,28,,1.70313E+15,
5497802,2058194,2,1,30,,1.70314E+15,
5497803,2058195,1,2,28,,,
5497804,2058196,1,2,24,,,
5497805,2058196,18,1,20,,1.70314E+15,
5497806,2058197,1,1,31,,,
5497807,2058197,2,2,29,,1.70314E+15,
5497808,2058198,1,2,38,,1.70313E+15,
5497809,2058198,4,2,14,1.70993E+11,,
5497810,2058198,18,1,39,,,
5497811,2058199,1,2,55,,1.70313E+15,
5497812,2058199,8,2,12,1.70993E+11,,
5497813,2058200,1,2,26,,1.70314E+15,
5497814,2058201,1,1,26,,,
5497815,2058202,1,1,28,,,
5497816,2058202,2,2,25,,,
5497817,2058203,1,2,54,,1.70311E+15,
5497818,2058203,3,1,37,,1.70314E+15,
5497819,2058204,1,2,29,,1.70314E+15,
5497820,2058204,6,2,27,,,
5497821,2058204,12,2,39,,,
5497822,2058205,1,2,62,,1.70314E+15,
5497823,2058206,1,2,22,,,
5497824,2058207,1,1,27,,1.70314E+15,
5497825,2058207,2,2,27,,1.70314E+15,
5497826,2058208,1,1,21,,1.70314E+15,
5497827,2058208,18,1,21,,1.70318E+15,
5497828,2058208,18,2,21,,,
5497829,2058209,1,1,58,,,
5497830,2058209,21,2,44,,,
5497831,2058210,1,2,37,,1.70318E+15,
5497832,2058210,3,1,17,1.70993E+11,1.70313E+15,
5497833,2058210,3,1,14,1.70993E+11,,
5497834,2058211,1,2,29,,,
5497835,2058212,1,1,60,,1.70314E+15,
5497836,2058212,17,2,50,,,
5497837,2058213,1,2,77,,,
5497838,2058213,3,2,46,,1.70314E+15,
5497839,2058213,8,2,12,,,
5497840,2058213,8,1,26,,,
5497841,2058213,18,1,66,,1.70314E+15,
5497842,2058214,1,1,39,,1.70311E+15,
5497843,2058215,1,2,33,,,
5497844,2058216,1,1,25,,1.70318E+15,
5497845,2058217,1,2,34,,,
5497846,2058218,1,1,26,,1.70318E+15,
5497847,2058219,1,2,73,,,
5497848,2058220,1,2,34,,1.70314E+15,
5497849,2058221,1,2,68,,1.70311E+15,
5497850,2058221,8,2,17,1.70993E+11,1.70314E+15,
5497851,2058221,8,1,12,1.70993E+11,,
5497852,2058222,1,2,43,,1.70318E+15,
5497853,2058222,3,1,9,1.70993E+11,,
5497854,2058223,1,2,67,,1.70314E+15,
5497855,2058224,1,1,23,,1.70311E+15,
5497856,2058224,18,1,25,,1.70311E+15,
5497857,2058225,1,2,26,,1.70311E+15,
5497858,2058225,3,2,4,1.70993E+11,,
5497859,2058225,19,1,25,,1.70313E+15,
5497860,2058226,1,1,25,,1.70314E+15,
5497861,2058226,17,1,25,,1.70318E+15,
5497862,2058226,17,1,22,,1.70314E+15,
5497863,2058226,17,1,23,,,
5497864,2058226,21,1,21,,1.70313E+15,
5497865,2058227,1,1,23,,,
5497866,2058227,16,1,23,,,
5497867,2058228,1,1,52,,1.70313E+15,
5497868,2058229,1,1,36,,,
5497869,2058230,1,2,24,,,
5497870,2058230,19,1,28,,1.70316E+15,
5497871,2058231,1,2,34,,,
5497872,2058232,1,1,26,,,
