person_id,hh_id,relate,sex,age,gq_id,school_id,work_id,tucaseid_weekend,tucaseid_weekday,infected
"5476961","2049300",2,1,67,"","","170993000795","20050302051145","20050403052145",0
"5476962","2049301",1,2,56,"","","1703181130200211","20050504051812","20030303032186",0
"5476963","2049302",1,2,75,"","","","20070807070049","20070504071762",0
"5476964","2049302",3,2,43,"","","1703180830100318","20050504051030","20060505062416",0
"5476965","2049303",1,2,38,"","","1703132050002518","20040303041099","20071110071794",0
"5476966","2049303",3,1,15,"","170319102038","","20060706062388","20060807061876",0
"5476967","2049304",1,2,76,"","","","20041212041089","20051010050635",0
"5476968","2049305",1,2,31,"","","1703141130000035","20060202062073","20061111061454",0
"5476969","2049305",3,1,2,"","","","5612-041-1997-2","5612-041-1997-1",0
"5476970","2049305",18,2,27,"","","","20061211061377","20030201030683",0
"5476971","2049305",21,1,28,"","","10054411","20071009072122","20071010070628",0
"5476972","2049306",1,2,29,"","","","20070706071520","20050705050766",0
"5476973","2049307",1,1,24,"","","","20061009062251","20040605040861",0
"5476974","2049307",2,2,23,"","","1703139070000049","20040807041471","20061211060983",0
"5476975","2049308",1,1,43,"","","1703108140001059","20040212030821","20070605070730",0
"5476976","2049308",2,2,43,"","","1703141140000065","20040806041503","20061008061020",0
"5476977","2049308",3,1,8,"","170319101242","","3109-003-2002-2","3109-003-2002-1",0
"5476978","2049309",1,2,30,"","","","20071009071802","20070504070783",0
"5476979","2049309",2,1,29,"","","1703128170000076","20061211061663","20071111072016",0
"5476980","2049310",1,1,52,"","","1703132020003433","20050302050513","20060302061275",0
"5476981","2049311",1,2,45,"","","","20050807050666","20051110051086",0
"5476982","2049312",1,1,26,"","","1703113010000058","20041111040078","20050201050911",0
"5476983","2049313",1,1,35,"","","1703108180001147","20061109061481","20050604050802",0
"5476984","2049314",1,2,41,"","","10054260","20031009032764","20030909031337",0
"5476985","2049315",1,2,79,"","","","20050503050060","20050504050875",0
"5476986","2049315",3,2,61,"","","","20031110031718","20050605050864",0
"5476987","2049316",1,2,85,"","","","20070302071317","20070112061188",0
"5476988","2049316",3,1,56,"","","","20061109061296","20070101070819",0
"5476989","2049317",1,1,69,"","","1703141080000179","20031212030993","20060504060655",0
"5476990","2049317",2,2,69,"","","1703108150000669","20070403070978","20070111060693",0
"5476991","2049318",1,1,39,"","","1703180690000466","20041010041845","20070908070029",0
"5476992","2049319",1,2,32,"","","1703148010000062","20040302041042","20031008031117",0
"5476993","2049320",1,2,26,"","","1703103160000201","20050707051620","20050707050995",0
"5476994","2049321",1,1,36,"","","1703130130000036","20070908071887","20070606071503",0
"5476995","2049322",1,1,25,"","","1703132050002490","20030302032696","20070906071665",0
"5476996","2049323",1,2,34,"","","10054260","20030111022825","20031211030988",0
"5476997","2049324",1,2,53,"","","1703182930200056","20070211060629","20050604051591",0
"5476998","2049325",1,1,23,"","","1703132030001034","20030908030660","20070807071144",0
"5476999","2049325",16,1,23,"","","1703180460301279","20060908062101","20060201060728",0
"5477000","2049326",1,1,22,"","","","20070907071156","20070403071045",0
"5477001","2049327",1,1,24,"","","1703108170000595","20070404071886","20070807072245",0
"5477002","2049327",2,2,27,"","","","20070111062469","20061009061410",0
"5477003","2049328",1,2,29,"","","1703139070000048","20060807062010","20060504062455",0
"5477004","2049329",1,2,25,"","","1703161120000011","20070302071801","20071009071821",0
"5477005","2049329",3,2,6,"","","","6231-036-1997-2","6231-036-1997-1",0
"5477006","2049330",1,2,56,"","","","20060201062040","20060908060115",0
"5477007","2049331",1,1,65,"","","10054260","20070909070704","20071110070811",0
"5477008","2049331",2,2,58,"","","","20070112061127","20070303070631",0
"5477009","2049332",1,2,51,"","","1703141140000065","20031110033159","20060706060672",0
"5477010","2049332",3,2,15,"","170993000925","","20050808052319","20050605051348",0
"5477011","2049333",1,1,31,"","","1703108150000705","20050706051198","20071211072144",0
"5477012","2049334",1,1,35,"","","1703180440100131","20060504062147","20060403060912",0
"5477013","2049335",1,1,71,"","","","20050201052171","20031211032839",0
"5477014","2049336",1,1,24,"","","1703108180000907","20070201070837","20060302062554",0
"5477015","2049336",2,2,20,"","","","20070402072288","20060808061957",0
"5477016","2049337",1,1,26,"","","","20040808040042","20061110062072",0
"5477017","2049338",1,2,28,"","","1703108180001178","20070807070941","20071109072221",0
"5477018","2049338",2,1,28,"","","1703182250000119","20070605071944","20040112033019",0
"5477019","2049339",1,2,31,"","","1703132050002536","20050908050756","20060807060793",0
"5477020","2049340",1,1,76,"","","","20060707060801","20070505071128",0
"5477021","2049341",1,1,81,"","","","20030402033070","20030606030786",0
"5477022","2049341",2,2,70,"","","1703107150000134","20060201062498","20070503070874",0
"5477023","2049342",1,2,64,"","","","20030605032515","20051110051189",0
"5477024","2049343",1,2,71,"","","","20070112061079","20051009051600",0
"5477025","2049343",2,1,69,"","","","20050403051604","20060605061149",0
"5477026","2049344",1,2,49,"","","","20060112051761","20050605051942",0
"5477027","2049344",4,1,24,"","","1703128010000410","20041211041787","20050301051374",0
"5477028","2049345",1,1,38,"","","","20070706071252","20061009062457",0
"5477029","2049346",1,1,31,"","","1703132040001193","20070201072267","20061009062553",0
"5477030","2049346",17,1,26,"","","1703141130000035","20040604040552","20030908030091",0
"5477031","2049347",1,2,28,"","","1703125200000039","20040201041610","20060212051633",0
"5477032","2049348",1,2,61,"","","1703139070000048","20050112040740","20060202061537",0
"5477033","2049349",1,2,63,"","","","20040908041615","20050302052092",0
"5477034","2049350",1,1,86,"","","","20070909070969","20071110071375",0
"5477035","2049350",2,2,74,"","","","20070807070049","20070504071762",0
"5477036","2049351",1,2,23,"","","","20060302060093","20060201060525",0
"5477037","2049352",1,2,25,"","","","20031110033196","20060212051633",0
"5477038","2049353",1,1,86,"","","","20070403072119","20061010060692",0
"5477039","2049353",2,2,80,"","","","20070101070917","20070403070977",0
"5477040","2049354",1,1,31,"","","1703161030000132","20061109062099","20060706061349",0
"5477041","2049355",1,2,49,"","","1703132010000274","20060201062276","20050201050829",0
"5477042","2049356",1,2,29,"","","1703143130000059","20050706050065","20061212062493",0
"5477043","2049357",1,2,65,"","","1703108140001292","20070706072075","20060605061462",0
"5477044","2049358",1,1,76,"","","","20060707060801","20070505071128",0
"5477045","2049359",1,1,86,"","","","20070909070969","20071110071375",0
"5477046","2049359",2,2,74,"","","","20070807070049","20070504071762",0
"5477047","2049360",1,2,24,"","","","20060605062024","20031009032124",0
"5477048","2049360",19,1,25,"","","1703108140001282","20061211062493","20070303070846",0
"5477049","2049361",1,2,32,"","","1703161020000075","20070302070036","20050212041025",0
"5477050","2049362",1,2,32,"","","","20061110062296","20070504070891",0
"5477051","2049363",1,1,81,"","","","20060908061869","20060604062188",0
"5477052","2049363",13,1,40,"","","1703145020000080","20060706061875","20050807050109",0
"5477053","2049364",1,1,74,"","","1703128010000409","20040112032911","20050605050663",0
"5477054","2049364",2,2,70,"","","","20070202071629","20060908060692",0
"5477055","2049365",1,1,70,"","","","20040112032911","20050605050663",0
"5477056","2049365",2,2,80,"","","","20061109061614","20061110061031",0
"5477057","2049365",4,2,30,"","","1703141140000065","20070808071709","20060201061978",0
"5477058","2049366",1,2,80,"","","","20040605041706","20070101071181",0
"5477059","2049367",1,1,25,"","","1703108150000728","20061110062476","20061110060621",0
"5477060","2049368",1,1,66,"","","","20050907051393","20070403072270",0
"5477061","2049368",2,2,60,"","","","20070404071252","20070908070948",0
"5477062","2049369",1,1,45,"","","1703181120000141","20071010070585","20060403061999",0
"5477063","2049370",1,2,26,"","","","20030403032059","20060908062187",0
"5477064","2049371",1,2,67,"","","","20070403071034","20070403072314",0
"5477065","2049371",2,1,79,"","","","20070605070833","20070505071128",0
"5477066","2049372",1,2,65,"","","","20070706072075","20060605061462",0
"5477067","2049373",1,2,28,"","","1703141130000035","20070706072429","20071110070772",0
"5477068","2049374",1,1,32,"","","1703141120000016","20071009071879","20060605062297",0
"5477069","2049375",1,2,28,"","","1703132010002059","20070807070941","20071109072221",0
"5477070","2049375",2,1,28,"","","1703108150000737","20070605071944","20040112033019",0
"5477071","2049376",1,1,80,"","","","20070111061540","20070112061619",0
"5477072","2049376",2,2,65,"","","","20070112061484","20070605070725",0
"5477073","2049377",1,2,32,"","","1703132040001189","20040301042413","20040202041719",0
"5477074","2049377",3,1,11,"","170993001607","","6475-042-2007-2","6475-042-2007-1",0
"5477075","2049377",3,2,10,"","170993001094","","5308-032-1997-2","5308-032-1997-1",0
"5477076","2049378",1,1,58,"","","1703108140000063","20060806061019","20060201061127",0
"5477077","2049379",1,1,33,"","","","20070201072267","20061009062553",0
"5477078","2049379",19,2,38,"","","1703107150000136","20061210061755","20040807041114",0
"5477079","2049380",1,2,41,"","","1703132050002122","20050706050998","20071110070713",0
"5477080","2049380",2,1,46,"","","1703132010002232","20060302062305","20060705061530",0
"5477081","2049380",3,1,2,"","","","5749-047-1997-2","5749-047-1997-1",0
"5477082","2049381",1,1,76,"","","","20071009072237","20041009040883",0
"5477083","2049381",2,2,65,"","","","20031110031718","20050605050864",0
"5477084","2049382",1,2,29,"","","10054259","20060201061163","20061009061186",0
"5477085","2049382",18,2,26,"","","1703132010002087","20070110060826","20061211062171",0
"5477086","2049383",1,1,36,"","","","20070112061183","20070402071496",0
"5477087","2049384",1,1,52,"","","1703108150000738","20070112061019","20060503061132",0
"5477088","2049385",1,2,30,"","","1703132020003153","20060908060862","20060504062373",0
"5477089","2049386",1,2,28,"","","1703132020003440","20030201032010","20070706071551",0
"5477090","2049387",1,1,30,"","","1703141120000016","20060201061473","20061210062175",0
"5477091","2049388",1,1,41,"","","1703180550200121","20061211061952","20070302071774",0
"5477092","2049389",1,2,85,"","","","20070302071317","20070112061188",0
"5477093","2049389",3,1,56,"","","1703135080000004","20061109061296","20070101070819",0
"5477094","2049390",1,1,28,"","","1703108150000618","20070403072064","20060112050806",0
"5477095","2049391",1,1,32,"","","1703132040001117","20060707061935","20060302060601",0
"5477096","2049391",2,2,25,"","","1703132050002536","20030908030827","20071110072419",0
"5477097","2049391",3,2,1,"","","","2028-032-1997-2","2028-032-1997-1",0
"5477098","2049392",1,2,52,"","","1703108140000661","20050808050921","20051009051412",0
"5477099","2049392",2,1,56,"","","1703139030000019","20050807052419","20050605051984",0
"5477100","2049392",3,2,10,"","170993001094","","5977-035-2002-2","5977-035-2002-1",0
"5477101","2049393",1,1,71,"","","1703132020003430","20050201052171","20031211032839",0
"5477102","2049394",1,2,59,"","","1703149090000110","20050808050921","20051210051025",0
"5477103","2049394",2,1,61,"","","","20070403070089","20051109052514",0
"5477104","2049395",1,1,51,"","","1703180040000067","20060403061880","20060908061751",0
"5477105","2049396",1,2,31,"","","1703177020000323","20070201070770","20070101071087",0
"5477106","2049396",6,1,36,"","","1703141070000057","20070112060788","20060112050553",0
"5477107","2049397",1,2,65,"","","","20070706072075","20060605061462",0
"5477108","2049398",1,1,27,"","","","20070503071697","20070807071857",0
"5477109","2049398",2,2,26,"","","1703107150000133","20070110060826","20061211062171",0
"5477110","2049399",1,2,85,"","","","20070302071317","20070112061188",0
"5477111","2049399",3,1,56,"","","1703128340000015","20061109061296","20070101070819",0
"5477112","2049400",1,2,50,"","","1703182400200159","20051212050904","20060504060530",0
"5477113","2049400",3,2,17,"","170993000925","1703138200000016","20051009051692","20050907052386",0
"5477114","2049401",1,1,23,"","","10054259","20060908062101","20060201060728",0
"5477115","2049402",1,2,24,"","","1703108180001285","20070605071005","20070504070518",0
"5477116","2049403",1,2,56,"","","","20060201062040","20060908060115",0
"5477117","2049404",1,2,38,"","","1703169090000061","20060908060947","20051009052435",0
"5477118","2049404",3,2,9,"","170993001094","","5527-031-2007-2","5527-031-2007-1",0
"5477119","2049405",1,1,78,"","","","20071009072237","20030212021892",0
"5477120","2049405",3,2,21,"","","1703132040001193","20040302040948","20051109050671",0
"5477121","2049406",1,1,81,"","","","20030402033070","20030606030786",0
"5477122","2049406",2,2,51,"","","1703128040000079","20060908060860","20070605072139",0
"5477123","2049407",1,2,26,"","","1703128200000165","20030908033261","20031211032383",0
"5477124","2049408",1,1,44,"","","","20040807040049","20031008031573",0
"5477125","2049408",19,2,40,"","","1703180280200067","20050706050998","20071110070713",0
"5477126","2049409",1,1,30,"","","1703145020000078","20070605071503","20061211061520",0
"5477127","2049409",2,2,28,"","","1703132050002521","20071009071625","20060808061195",0
"5477128","2049410",1,1,32,"","","1703167110000008","20070301070945","20060302061100",0
"5477129","2049411",1,2,53,"","","1703132040001088","20070211060629","20050604051591",0
"5477130","2049412",1,2,23,"","","1703132050002536","20040201040994","20040503041127",0
"5477131","2049412",18,2,22,"","","1703124360000001","20040504042205","20040503041127",0
"5477132","2049413",1,1,29,"","","","20061211061663","20071111072016",0
"5477133","2049414",1,1,67,"","","10054278","20050403051044","20060112050802",0
"5477134","2049414",2,2,69,"","","","20070303070698","20060808060911",0
"5477135","2049415",1,1,76,"","","","20071009072237","20041009040883",0
"5477136","2049415",2,2,65,"","","1703165050000200","20031110031718","20050605050864",0
"5477137","2049416",1,1,35,"","","1703132060000174","20060504062147","20060403060912",0
"5477138","2049417",1,2,54,"","","","20050401050520","20051009051617",0
"5477139","2049417",3,1,37,"","","","20030908032184","20040112033133",0
"5477140","2049418",1,1,44,"","","","20060111050076","20070402071994",0
"5477141","2049419",1,1,54,"","","1703108180001161","20061010060048","20050706050680",0
"5477142","2049419",2,2,52,"","","","20030806030686","20050808050925",0
"5477143","2049419",3,2,19,"","","","20070705072173","20070705072100",0
"5477144","2049420",1,1,67,"","","","20070302071200","20070302070760",0
"5477145","2049420",2,2,72,"","","","20061110062322","20070302072392",0
"5477146","2049421",1,2,65,"","","","20050112040740","20060202061537",0
"5477147","2049422",1,1,64,"","","1703128280000031","20030605033483","20060504062005",0
"5477148","2049422",2,2,51,"","","1703132060000146","20060302061454","20071110072052",0
"5477149","2049423",1,1,48,"","","1703180870200043","20061009060795","20060706061263",0
"5477150","2049423",3,1,8,"","170993001094","","6577-040-2002-2","6577-040-2002-1",0
"5477151","2049423",21,2,43,"","","1703128170000085","20050201051376","20060505062265",0
"5477152","2049424",1,1,37,"","","10052705","20060302061161","20061009061345",0
"5477153","2049424",2,2,36,"","","","20061110060858","20070302070953",0
"5477154","2049424",3,1,8,"","170993001094","","3289-003-1997-2","3289-003-1997-1",0
"5477155","2049424",3,2,5,"","170993001094","","1286-175-1997-2","1286-175-1997-1",0
"5477156","2049425",1,1,65,"","","1703141080000209","20060505062022","20040505041022",0
"5477157","2049426",1,2,66,"","","1703180820000100","20030605032515","20051110051189",0
"5477158","2049427",1,2,30,"","","1703128010000437","20071009071802","20070504070783",0
"5477159","2049427",2,1,29,"","","170993004957","20061211061663","20071111072016",0
"5477160","2049428",1,2,34,"","","1703146050000083","20050908050756","20060807060793",0
"5477161","2049429",1,1,76,"","","","20060707060801","20070505071128",0
"5477162","2049430",1,2,80,"","","","20040605041706","20070101071181",0
"5477163","2049431",1,2,78,"","","","20060504061724","20070403071277",0
"5477164","2049432",1,1,69,"","","1703132050002475","20031212030993","20060504060655",0
"5477165","2049432",2,2,69,"","","1703132040001186","20070403070978","20070111060693",0
"5477166","2049433",1,2,28,"","","1703165050000198","20070706071520","20050705050766",0
"5477167","2049434",1,2,56,"","","1703108140001256","20031009030522","20040202040060",0
"5477168","2049435",1,1,34,"","","1703141080000184","20040201042134","20031009031254",0
"5477169","2049435",6,2,36,"","","1703108140001235","20060201061261","20051010051043",0
"5477170","2049436",1,1,32,"","","170993001118","20070302071909","20070101071249",0
"5477171","2049436",2,2,33,"","","","20050201051139","20050908050641",0
"5477172","2049437",1,1,26,"","","1703128290000221","20061211061663","20071111072016",0
"5477173","2049437",2,2,26,"","","","20070503070606","20060503062301",0
"5477174","2049438",1,1,34,"","","","20070302070731","20040907041113",0
"5477175","2049439",1,2,77,"","","","20041212041089","20051010050635",0
"5477176","2049440",1,2,76,"","","","20040605041042","20050504051057",0
"5477177","2049440",2,1,67,"","","1703141130000035","20050302051145","20050403052145",0
"5477178","2049441",1,2,58,"","","1703132030001072","20031110033159","20060706060672",0
"5477179","2049442",1,2,30,"","","1703180820000079","20071211071151","20051110050775",0
"5477180","2049443",1,1,37,"","","","20050807052013","20050112041065",0
"5477181","2049443",2,2,38,"","","","20070201072131","20061009061753",0
"5477182","2049443",3,2,2,"","","","2271-035-1997-2","2271-035-1997-1",0
"5477183","2049443",3,1,0,"","","","1559-030-2002-2","1559-030-2002-1",0
"5477184","2049444",1,1,68,"","","","20061211061228","20070302070760",0
"5477185","2049444",2,2,61,"","","","20070908070702","20060806061848",0
"5477186","2049445",1,2,57,"","","1703125050000125","20050908052281","20050807051139",0
"5477187","2049445",3,2,22,"","","10054260","20050302052139","20050908050136",0
"5477188","2049445",3,2,18,"","","1703108170000595","20070403071605","20070705072100",0
"5477189","2049446",1,2,30,"","","1703132060000173","20040302041042","20070603072149",0
"5477190","2049447",1,2,28,"","","","20070807071221","20071110070681",0
"5477191","2049448",1,2,44,"","","1703132050002215","20070605072058","20070112062451",0
"5477192","2049449",1,2,85,"","","","20070302071317","20070112061188",0
"5477193","2049449",3,1,56,"","","","20061109061296","20070101070819",0
"5477194","2049450",1,1,42,"","","1703141080000205","20070303071555","20070302071548",0
"5477195","2049450",2,2,30,"","","1703108170000581","20070111061793","20040908042115",0
"5477196","2049451",1,1,75,"","","","20071110070836","20050403051372",0
"5477197","2049452",1,2,43,"","","","20070605072058","20070112062451",0
"5477198","2049453",1,2,74,"","","","20050111041116","20050402050051",0
"5477199","2049453",6,1,51,"","","1703108170000578","20050605051702","20050201051547",0
"5477200","2049454",1,2,28,"","","1703108180001168","20070706072429","20071110070772",0
"5477201","2049455",1,1,49,"","","1703182400200252","20041110042430","20070605071617",0
"5477202","2049455",18,1,48,"","","","20070112061659","20070605072459",0
"5477203","2049455",18,2,27,"","","","20070706072429","20071110070772",0
"5477204","2049456",1,2,43,"","","1703140010000024","20070605072058","20070112062451",0
"5477205","2049457",1,2,44,"","","1703142040000035","20060704061125","20070101071894",0
"5477206","2049457",3,2,18,"","","1703139070000049","20050908051214","20060505061507",0
"5477207","2049458",1,1,86,"","","","20070403072119","20061010060692",0
"5477208","2049458",2,2,80,"","","","20070101070917","20070403070977",0
"5477209","2049459",1,2,44,"","","1703113010000208","20050908051912","20060302060926",0
"5477210","2049460",1,1,37,"","","10054249","20070908071887","20070606071503",0
"5477211","2049460",2,2,39,"","","1704384120200187","20061110062296","20070504070891",0
"5477212","2049460",3,2,6,"","170993001094","","1663-046-2002-2","1663-046-2002-1",0
"5477213","2049461",1,1,66,"","","1703140010000024","20050604052406","20060403061088",0
"5477214","2049461",2,2,64,"","","","20040606041436","20060111050601",0
"5477215","2049462",1,2,72,"","","1703180400000080","20070112061079","20051009051600",0
"5477216","2049462",2,1,72,"","","","20070908072292","20070302072398",0
"5477217","2049462",3,2,29,"","","1703141140000065","20051211051261","20040212032774",0
"5477218","2049463",1,2,38,"","","1703132040001193","20051109051275","20040212033482",0
"5477219","2049463",3,1,18,"","","1703168090000072","20040112032052","20060505062098",0
"5477220","2049463",3,1,16,"","170993000925","1703183040000048","20050907050975","20050503051918",0
"5477221","2049464",1,1,37,"","","1703142040000035","20050212042211","20060504061935",0
"5477222","2049464",2,2,38,"","","1703151010000056","20050404050081","20041211040029",0
"5477223","2049465",1,1,77,"","","","20071009070897","20030112021407",0
"5477224","2049465",2,2,78,"","","","20061109061614","20061110061031",0
"5477225","2049466",1,2,77,"","","","20041212041089","20051010050635",0
"5477226","2049467",1,2,53,"","","1703132030001064","20030806030686","20050808050925",0
"5477227","2049468",1,2,28,"","","1703177070000364","20060604061621","20060404061164",0
"5477228","2049468",3,2,4,"","","","2272-033-1997-2","2272-033-1997-1",0
"5477229","2049469",1,1,52,"","","1703132050002420","20070112061019","20060503061132",0
"5477230","2049470",1,1,29,"","","1703139070000049","20061211061663","20071111072016",0
"5477231","2049471",1,1,79,"","","","20050201052171","20031211032839",0
"5477232","2049472",1,2,32,"","","1703132020003437","20061211061995","20030112022445",0
"5477233","2049473",1,1,48,"","","10054248","20070807072058","20061110061749",0
"5477234","2049473",2,2,48,"","","1703141120000015","20070707071851","20070201070867",0
"5477235","2049473",3,1,16,"","170319101386","1704384590000512","20070302071189","20050201051269",0
"5477236","2049473",3,1,10,"","170319102016","","2509-041-2002-2","2509-041-2002-1",0
"5477237","2049474",1,1,71,"","","1703108180001230","20050201052171","20031211032839",0
"5477238","2049475",1,2,30,"","","1703181700000005","20060908060862","20060504062373",0
"5477239","2049476",1,2,51,"","","","20040807040059","20050201051370",0
"5477240","2049476",6,1,56,"","","","20060504062003","20040807040506",0
"5477241","2049477",1,2,39,"","","","20061110062296","20070504070891",0
"5477242","2049478",1,2,73,"","","1703182540000078","20070807071291","20070605072419",0
"5477243","2049478",3,1,38,"","","1703128190000447","20060201062535","20031110030826",0
"5477245","2049480",1,2,29,"","","1703132050002532","20070302071754","20070112061623",0
"5477246","2049481",1,2,56,"","","","20040807041786","20041009041454",0
"5477247","2049481",3,1,35,"","","1703128020000184","20050807050953","20040605040038",0
"5477248","2049481",3,1,38,"","","","20050403050062","20040112033488",0
"5477249","2049482",1,1,29,"","","","20050706050517","20030303031854",0
"5477250","2049482",19,2,18,"","","1703128300000040","20051009051692","20050907052386",0
"5477251","2049483",1,1,65,"","","","20070909070704","20071110070811",0
"5477252","2049483",2,2,58,"","","","20070112061127","20070303070631",0
"5477253","2049484",1,1,86,"","","","20070403072119","20061010060692",0
"5477254","2049484",2,2,80,"","","","20070101070917","20070403070977",0
"5477255","2049485",1,2,23,"","","1703141130000035","20040504042205","20040503041127",0
"5477256","2049485",18,2,22,"","","","20040504042205","20040503041127",0
"5477257","2049486",1,2,46,"","","","20070101071020","20060112051449",0
"5477258","2049487",1,2,55,"","","1703180040000120","20070403070740","20070201072026",0
"5477259","2049487",2,1,53,"","","1703132030001070","20070112061019","20060503061132",0
"5477260","2049488",1,2,26,"","","1703146050000083","20030403032059","20060908062187",0
"5477261","2049488",19,1,23,"","","1703132040001193","20030302032696","20040908040077",0
"5477262","2049489",1,1,24,"","","1703132020003383","20070404071886","20070807072245",0
"5477263","2049489",2,2,27,"","","1703103160000158","20070111062469","20061009061410",0
"5477264","2049490",1,2,58,"","","1703108150000079","20070112061127","20070303070631",0
"5477265","2049490",3,1,17,"","170319101600","","20061008061227","20070807070566",0
"5477266","2049491",1,1,54,"","","1703128360000054","20060112051073","20060403061576",0
"5477267","2049491",2,2,52,"","","1703104010000069","20061212061799","20061010062463",0
"5477268","2049492",1,1,27,"","","1703132010002223","20050706050517","20030112022517",0
"5477269","2049493",1,2,32,"","","","20060201061584","20050201051904",0
"5477270","2049493",3,2,11,"","170993000984","","5619-038-1997-2","5619-038-1997-1",0
"5477271","2049493",3,2,7,"","170993001094","","5812-050-1997-2","5812-050-1997-1",0
"5477272","2049493",3,2,1,"","","","5154-044-1997-2","5154-044-1997-1",0
"5477273","2049494",1,2,56,"","","","20031009030522","20040202040060",0
"5477274","2049495",1,1,76,"","","","20060707060801","20070505071128",0
"5477276","2049497",1,1,44,"","","1703108170000553","20040705041324","20071009071030",0
"5477277","2049498",1,2,85,"","","","20070302071317","20070112061188",0
"5477278","2049498",3,1,56,"","","","20061109061296","20070101070819",0
"5477279","2049499",1,1,49,"","","1703141120000016","20050403052215","20060403061999",0
"5477280","2049500",1,2,36,"","","1703103160000198","20050807052196","20070705070685",0
"5477281","2049500",18,2,35,"","","","20050201052133","20050201050912",0
"5477282","2049501",1,2,80,"","","","20040605041706","20070101071181",0
"5477283","2049502",1,1,36,"","","1703180350000088","20070706071252","20061009062457",0
"5477284","2049503",1,1,69,"","","1703142040000035","20051110051186","20071110071777",0
"5477285","2049503",2,2,67,"","","","20061211061181","20070504070760",0
"5477286","2049504",1,1,45,"","","1703128200000165","20070201071277","20061009062519",0
"5477287","2049504",2,2,40,"","","1703141130000035","20050201051376","20060505062265",0
"5477288","2049505",1,1,65,"","","1703132020003434","20070806071331","20060201062024",0
"5477289","2049506",1,1,27,"","","1704384120200181","20070503071697","20070807071857",0
"5477290","2049506",2,2,26,"","","1703132030000856","20070110060826","20061211062171",0
"5477291","2049507",1,1,26,"","","1703161030000076","20061211062391","20071009072027",0
"5477292","2049507",2,2,25,"","","170993001053","20050112040513","20060706061427",0
"5477293","2049508",1,2,42,"","","","20050807050666","20051110051086",0
"5477294","2049508",2,1,47,"","","1703141140000065","20050504052540","20050403051228",0
"5477295","2049509",1,1,65,"","","","20060505062022","20040505041022",0
"5477296","2049510",1,1,71,"","","","20050201052171","20031211032839",0
"5477297","2049511",1,2,22,"","","","20060605061434","20070706071554",0
"5477298","2049511",19,1,25,"","","1703108140001224","20060302061549","20070504072509",0
"5477299","2049512",1,1,76,"","","","20060707060801","20070505071128",0
"5477300","2049513",1,2,27,"","","1703108180001263","20070807071221","20071110070681",0
"5477301","2049514",1,1,26,"","","1703182810000246","20070605072057","20070606070569",0
"5477302","2049515",1,1,41,"","","1703161030000003","20061211061952","20070302071774",0
"5477303","2049516",1,2,45,"","","1703132050002293","20060201062276","20050201050829",0
"5477304","2049517",1,1,58,"","","1703132050002452","20071009071791","20071211071983",0
"5477305","2049517",2,2,57,"","","1703108150000730","20070101070824","20060907060824",0
"5477306","2049518",1,2,58,"","","","20060201060722","20070112062074",0
"5477307","2049518",2,1,59,"","","1703128010000385","20060503061904","20061009062068",0
"5477308","2049518",3,2,13,"","170319101397","","1956-030-2007-2","1956-030-2007-1",0
"5477309","2049519",1,1,43,"","","G170313013001P3","20070907071724","20060403061333",0
"5477310","2049519",6,1,49,"","","1703180690000446","20060111050076","20070402071994",0
"5477311","2049520",1,1,54,"","","1703141140000065","20060503061904","20061009062068",0
"5477312","2049521",1,2,45,"","","1703141070000049","20050807050666","20051110051086",0
"5477313","2049522",1,1,21,"","","1703141130000014","20070707071931","20060201060588",0
"5477314","2049522",18,1,21,"","","1703132020003443","20060707061797","20070101070756",0
"5477315","2049522",18,2,21,"","","","20060301062121","20061211061080",0
"5477316","2049523",1,2,31,"","","","20060101061552","20070806071633",0
"5477317","2049524",1,1,56,"","","1703169090000055","20051211051416","20050807051023",0
"5477318","2049525",1,1,86,"","","","20070909070969","20071110071375",0
"5477319","2049525",2,2,74,"","","173546003700","20070807070049","20070504071762",0
"5477320","2049526",1,2,35,"","","1703141130000035","20060201061261","20051010051043",0
"5477321","2049526",2,1,37,"","","","20050604051679","20040505041406",0
"5477322","2049527",1,1,45,"","","1703132030001072","20060908061650","20061211061530",0
"5477323","2049527",3,2,9,"","170319101528","","1142-032-2002-2","1142-032-2002-1",0
"5477324","2049528",1,2,56,"","","1704384120200184","20060201062040","20060908060115",0
"5477325","2049529",1,2,56,"","","1703132020002640","20031009030522","20040202040060",0
"5477326","2049530",1,1,35,"","","1703141140000065","20061109061481","20050604050802",0
"5477327","2049531",1,2,73,"","","","20041212041089","20051010050635",0
"5477328","2049532",1,1,27,"","","","20070706070883","20051110050716",0
"5477329","2049532",2,2,27,"","","1703132030001072","20070302071754","20070112061623",0
"5477330","2049533",1,2,54,"","","1703132020000301","20070112061127","20070303070631",0
"5477331","2049534",1,2,66,"","","1703103130000059","20040908041615","20050302052092",0
"5477332","2049535",1,1,46,"","","1703103010000173","20060706062213","20040301041532",0
"5477333","2049535",18,1,37,"","","","20041210041057","20060808062038",0
"5477334","2049536",1,1,37,"","","1703132020003323","20060302061161","20061009061345",0
"5477335","2049536",2,2,36,"","","","20061110060858","20070302070953",0
"5477336","2049536",3,1,8,"","170993001094","","3302-004-2002-2","3302-004-2002-1",0
"5477337","2049536",3,2,5,"","170993001094","","1613-038-1997-2","1613-038-1997-1",0
"5477338","2049537",1,2,50,"","","1703141010000056","20051211050587","20040908042013",0
